VIN,Year,Make,Model,Trim,Price,Miles
4JGFF8HB9RB062796,2024,Mercedes-Benz,GLS,Maybach,138411,9652
1C4RJFBG2JC509735,2018,Jeep,Grand Cherokee,Limited,13000,126550
3VWC57BU2KM079692,2019,Volkswagen,Jetta,S,14000,64547
KMHLS4DG1TU232590,2026,Hyundai,Elantra,SEL,26930,null
2T2BAMCA1TC147631,2026,Lexus,RX,350,60439,null
7YAKNDDC4TY062392,2026,Hyundai,IONIQ 5,SEL,45605,290
1GKTENDE3TU604208,2026,GMC,HUMMER EV,2X,101165,3
1HGCY2F57TA031721,2026,Honda,Accord,Hybrid Sport,35445,7
WAU55CFN7TN026773,2026,Audi,A6,Premium Plus,66478,42
1C4RJYB66PC633583,2023,Jeep,Grand Cherokee,4xe,23591,52000
5UXTR9C52JLD73220,2018,BMW,X3,xDrive30i,20000,40333
1GCHSBEA1H1257099,2017,Chevrolet,Colorado,Work Truck,13000,110526
2T2BBMCA1RC048099,2024,Lexus,RX Hybrid,350h,60988,3628
1G1FY6EV8VF109510,2027,Chevrolet,Bolt,LT,29516,255
5XYK6CDF5TG345224,2026,Kia,Sportage,X-Line,38585,20
5XYC3DJC2SG007114,2025,Kia,EV6,Light L/R,42343,22
1FT8W3BN7TED54441,2026,Ford,F-350 Super Duty,XLT,67618,15
3VWC57BU5MM100263,2021,Volkswagen,Jetta,SE,18495,38242
1GCVKRECXJZ284726,2018,Chevrolet,Silverado 1500,LT,23367,96903
KMHRC8A38SU365409,2025,Hyundai,Venue,Limited,22954,3114
5YFT4MCE4TP280466,2026,Toyota,Corolla,XSE,30570,null
3FTTW8JA3TRA12343,2026,Ford,Maverick,XLT,34101,16
1C4RJKAR9T8569593,2026,Jeep,Grand Cherokee L,Laredo,50552,null
5J8YE1H00TL033566,2026,Acura,MDX,A-Spec Package,64450,5
5N1DL1HU8PC365777,2023,INFINITI,QX60,AUTOGRAPH,37207,61852
5N1AT2MV8FC881773,2015,Nissan,Rogue,SL,null,106018
1C6RRFFG4KN862199,2019,RAM,Ram 1500 Pickup,Big Horn/Lone Star,19373,123247
KNDEUCAA8T7943056,2026,Kia,Seltos,S,28108,6
5N1DR3BEXTC205647,2026,Nissan,Pathfinder,SV,37955,10
1FMCU9MN3TUA28184,2026,Ford,Escape,ST-Line,31625,5
3HDSA2H77TM703193,2026,Acura,ADX,A-spec w/Advance Package,45850,12
5FPYK3F75TB001337,2026,Honda,Ridgeline,TrailSport,46415,5
5YFT4MCE5TP23A602,2026,Toyota,Corolla,XSE,29757,null
2T3BFREV4FW276539,2015,Toyota,RAV4,LE,null,129487
1FMUK8KH9TGA05668,2026,Ford,Explorer,ST-LINE,49060,4409
3GNKBCR47TS132588,2026,Chevrolet,Blazer,2LT,34956,1
JTDBCMFE3T3152318,2026,Toyota,Corolla,LE,27979,0
3C4NJDBN2TT202042,2026,Jeep,Compass,Altitude,32623,null
3FMCR9CN4TRE21525,2026,Ford,Bronco Sport,Outer Banks,39611,3
3GN7DMRR4TS112591,2026,Chevrolet,Equinox EV,1LT,34795,6
1FTER4FH9KLA03867,2019,Ford,Ranger,Lariat,28777,40673
1HA3GSC77NN013332,2022,Chevrolet,Express Cutaway,Base,49495,399
7FARS6H92SE072219,2025,Honda,CR-V,Sport Touring,36787,17790
3GKALVEG7PL240890,2023,GMC,Terrain,SLT,25063,30165
WVWEF7CD2TW222519,2026,Volkswagen,Golf R,R,55451,10
5NMP2DG16TH116922,2026,Hyundai,Santa Fe,SEL,42681,12
WBS33HK07VCY01622,2027,BMW,M4 Coupe,M4,97477,null
JM3KMBHA2T0121677,2026,Mazda,CX-5,S Select,33621,3
5XYPLES13VG010760,2027,Kia,Telluride,X-Pro SX Prestige,60055,14
1FM5K8D80DGB82287,2013,Ford,Explorer,XLT,9196,136882
5YFB4MDE3RP121277,2024,Toyota,Corolla,LE,19489,57193
1C4JJXP64NW152999,2022,Jeep,Wrangler Unlimited,Sahara 4XE,32365,16094
1N4BL4BV2RN330485,2024,Nissan,Altima,S,17995,62868
KL77LJEP2TC137006,2026,Chevrolet,Trax,RS,25995,10
LRBFZPR49TD059316,2026,Buick,Envision,Sport Touring,45905,0
WVW3E7CD2TW167452,2026,Volkswagen,Golf GTI,SE,39518,17
5N1DR3CT2TC245900,2026,Nissan,Pathfinder,SL,47650,10
5J6RS6H94TL022541,2026,Honda,CR-V,Sport Touring,44412,0
JTEVB5BR8T5041388,2026,Toyota,4Runner,TRD Off-Road Premium,62669,0
5UX53GP0XT9463385,2026,BMW,X3,30,61850,0
7FARS6H9XTE124875,2026,Honda,CR-V,Sport Touring,40937,9
5UX23EU03T9451056,2026,BMW,X5,40i,86128,0
WA1FAAFY0P2040338,2023,Audi,Q5,Prestige,34968,38060
WA1B4AFY5P2083563,2023,Audi,SQ5,Premium Plus,41968,47709
1FTEW1EP8PFA53164,2023,Ford,F-150,XLT,39588,29507
WBX73EF05T5612392,2026,BMW,X1,28i,48658,6
3GNAXHEG9TL372763,2026,Chevrolet,Equinox,LT,30794,135
3HDSA1H5XSM704698,2025,Acura,ADX,A-Spec Package,32672,521
WA125AGU2T2011948,2026,Audi,SQ5,Premium Plus,72863,12
5UX43EM04T9431634,2026,BMW,X7,ALPINA XB7,162828,6
2GCUKDED1T1185392,2026,Chevrolet,Silverado 1500,LT,53088,10
1FTFW5L87TFA87887,2026,Ford,F-150,Lariat,79525,5
7FARS6H68TE023341,2026,Honda,CR-V,TrailSport,41117,14
1GYFZDR41PF110943,2023,Cadillac,XT4,Premium Luxury,23748,49909
1C6SRFJT9LN419957,2020,RAM,Ram 1500 Pickup,Laramie,25803,109823
3GNAXUEG6RS145490,2024,Chevrolet,Equinox,LT,22203,50870
1GKS2DKL5PR171080,2023,GMC,Yukon,Denali,65251,25822
1FDBW5P85RKB34127,2024,Ford,Transit Cutaway,Base,61352,330
YV4H600A2P1941025,2023,Volvo,XC90,Ultimate,47726,42256
LRBFZPR45TD059510,2026,Buick,Envision,Sport Touring,45905,0
SALKP9FU0TA372111,2026,Land Rover,Range Rover,SE,127000,1
3FTTW8JA0TRA54078,2026,Ford,Maverick,XLT,29078,13
YV4M12RC5T1393836,2026,Volvo,XC60,Plus,56985,null
3TYJBAFN7TT033350,2026,Toyota,Tacoma,SR5,36643,null
2T2BAMCA2TC138887,2026,Lexus,RX,350 F SPORT,62209,4
WAU5ACFU5TN016620,2026,Audi,A5,Premium Plus,54476,15
KM8HDCA33TU464233,2026,Hyundai,Kona,SEL Premium,31307,10
KM8HB3ABXSU331142,2025,Hyundai,Kona,SEL,25058,4778
1FMJK1J84TEA20246,2026,Ford,Expedition,Active,71292,4
5N1AL1FW2TC343081,2026,INFINITI,QX60,LUXE,55578,5
5NTJC4AEXPH047158,2023,Hyundai,Santa Cruz,SEL,22228,87693
WBABC4C05TCW67987,2026,BMW,8 Series,M850i,null,853
3C4NJDBNXTT253496,2026,Jeep,Compass,Altitude,36275,0
5TFLA5DB0TX412725,2026,Toyota,Tundra,SR5,57392,4
3FMCR9GN7TRE49104,2026,Ford,Bronco Sport,Heritage,35724,10
5J8TC2H85TL021022,2026,Acura,RDX,A-Spec w/ Advance Package,56300,10
1FD9X4HT1TEE08034,2026,Ford,F-450 Super Duty Chassis Cab,XL,78218,6
3KPFU5DC9TE285213,2026,Kia,K4,GT-Line Turbo,33020,null
JF1VA2E61M9812264,2021,Subaru,WRX STI,Base,26995,86272
1FATP8UH1K5109778,2019,Ford,Mustang,EcoBoost Premium,17795,90699
3N8AP6DB2TL396135,2026,Nissan,KICKS,SR AWD,28661,6
5YFS4MCE7TP23B231,2026,Toyota,Corolla,SE,26654,0
1FMDE8BHXTLA79244,2026,Ford,Bronco 4-Door,Outer Banks,49216,null
4S4SLSR72T3112468,2026,Subaru,Forester,Limited,41800,null
KNDNC5KA8T6174027,2026,Kia,Carnival,EX,43523,10
3FMCR9CN8SRF84693,2025,Ford,Bronco Sport,Outer Banks,42392,1
5TFLA5DBXTX398123,2026,Toyota,Tundra,SR5,49149,6
5LMJJ2LG7TEL06540,2026,Lincoln,Navigator,Reserve,99434,12
3VV4C7B24TM064805,2026,Volkswagen,Taos,SEL,36329,5
KNDNE5KA7T6169637,2026,Kia,Carnival,SX Prestige,53845,null
7FARS6H89RE055256,2024,Honda,CR-V,Sport-L,36654,11846
3GNAXHEG0TL494248,2026,Chevrolet,Equinox,LT,28925,2
1FT8W2BT4TED01804,2026,Ford,F-250 Super Duty,XL,67552,7
3C7WRLEL9TG293520,2026,RAM,Ram 4500 Chassis Cab,Tradesman,68744,3
5TDYRKEC5MS007858,2021,Toyota,Sienna,XLE,37990,41599
5UXKR0C39H0V70254,2017,BMW,X5,xDrive35i,14995,112078
1FMCU0HD0JUD48153,2018,Ford,Escape,SEL,7913,178130
3N1AB8CV9RY389361,2024,Nissan,Sentra,SV,19999,22258
JF1VA2S69L9808045,2020,Subaru,WRX STI,Base,33100,35146
1GYTEEKL7TU106102,2026,Cadillac,Escalade IQ,Sport,132458,5
5UX43EU05T9439449,2026,BMW,X5,50e,92488,3
KNDEUCAA1T7941553,2026,Kia,Seltos,S,28154,null
1N6ED1FK1TN660965,2026,Nissan,Frontier,PRO-4X,45507,null
1C4SJVBP4TS182081,2026,Jeep,Grand Wagoneer,Limited Altitude,73039,15
3MW89CW03S8F42961,2025,BMW,3 Series,330i,52858,5694
5UX23EU0XT9458103,2026,BMW,X5,40i,91475,null
3FMCR9CN8TRE35265,2026,Ford,Bronco Sport,Outer Banks,38230,3
5YFB4MDE4TP461089,2026,Toyota,Corolla,LE,25162,null
1C4RDJDG6RC137917,2024,Dodge,Durango,GT,31635,39918
1HGCR2F32HA233465,2017,Honda,Accord,LX,14698,78648
1HGCY2F54PA033190,2023,Honda,Accord,Hybrid Sport,22095,98017
3FTTW8JA8TRA11625,2026,Ford,Maverick,XLT,33900,3906
1FTFW5LDXSFA50392,2025,Ford,F-150,Lariat,59408,21639
5TFWA5DB2TX410360,2026,Toyota,Tundra,Limited,56019,null
7FARS6H65TE124644,2026,Honda,CR-V,TrailSport,39096,4
LRBFZSR42TD040478,2026,Buick,Envision,Avenir,48250,10
3FMCR9BN9SRE92705,2025,Ford,Bronco Sport,Big Bend,33737,1587
3MVDMBCL7TM128081,2026,Mazda,CX-30,Preferred,30809,6
1GYS9CKLXTR253117,2026,Cadillac,Escalade,Luxury,111280,2
2GCUKEEDXS1199022,2025,Chevrolet,Silverado 1500,RST,74402,null
1V2LE2CA7SC216233,2025,Volkswagen,Atlas Cross Sport,SE,null,9321
KL47LAEP7SB059064,2025,Buick,Envista,Preferred,23373,35111
WP0AA2YA6SL011872,2025,Porsche,Panamera,Base,129991,4245
JA4ARUAU6RU009157,2024,Mitsubishi,Outlander Sport,ES,18292,53352
5UX33EU08T9408899,2026,BMW,X5,M60i,109050,12
3KPFW4DE4TE327325,2026,Kia,K4,GT-Line,29025,13
3MVDMBCL5TM152010,2026,Mazda,CX-30,Carbon Edition,32531,11
JM3KKBHD4T1385851,2026,Mazda,CX-90,Preferred Package,44245,11
W1Z4NFVY1TT600931,2026,Mercedes-Benz,Sprinter Passenger Van,Base,91073,10
KM8RHESA1TU094207,2026,Hyundai,Palisade,SEL Premium,52026,1
2C4RC1N7XLR127567,2020,Chrysler,Pacifica Hybrid,Limited,25877,52505
WA11AAGU5S2070031,2025,Audi,Q5,Premium,47749,3762
4JGFF5KE8NA720254,2022,Mercedes-Benz,GLS,GLS450,53328,31489
1G1FF1R72M0100260,2021,Chevrolet,Camaro,1SS,34482,54247
JTEVB5BR3T5034753,2026,Toyota,4Runner,TRD Off-Road Premium,63194,0
5N1AZ3CS1TC101393,2026,Nissan,Murano,SL,45745,10
3FMCR9BN4TRE52176,2026,Ford,Bronco Sport,Big Bend,35492,8
5UX23EU05T9477870,2026,BMW,X5,40i,86300,null
KL77LJEP5TC113993,2026,Chevrolet,Trax,RS,28133,0
1GNEVHKW4PJ152320,2023,Chevrolet,Traverse,3LT,33309,39126
KL77LHEP2TC129559,2026,Chevrolet,Trax,LT,26320,0
KMHL64JA5TA564215,2026,Hyundai,Sonata,SEL,29986,3
2HGFE2F58TH560652,2026,Honda,Civic,Sport,27069,3
1GT10MED7SU413178,2025,GMC,Sierra EV,Denali,79790,4000
KNDRKDJG6T5441742,2026,Kia,Sorento,SX Prestige Hybrid,45370,16
1FT7W2BN6RED56812,2024,Ford,F-250 Super Duty,XLT,56627,21290
3GNAXMEG4RL343866,2024,Chevrolet,Equinox,RS,23995,27689
SALKP9E77PA053158,2023,Land Rover,Range Rover,SE,89495,36216
1GCPDDEK9PZ254137,2023,Chevrolet,Silverado 1500,LT,25853,114250
KL47LBE29RB174740,2024,Buick,Envista,Sport Touring,26295,14221
KL79MPSL8TB151072,2026,Chevrolet,Trailblazer,LT,31114,1189
KL79MRSL2TB157090,2026,Chevrolet,Trailblazer,LT,30670,3
1GKENNKS5TJ329802,2026,GMC,Acadia,Elevation,54409,4
KL47LCEP9TB128429,2026,Buick,Envista,Avenir,31673,3
1C4RJXP64SW599265,2025,Jeep,Wrangler 4xe,Sahara 4XE,33588,8652
JN8AZ2AF3R9765256,2024,INFINITI,QX80,Luxe,37808,50161
YV4L12UD2T2806043,2026,Volvo,XC40,Ultra Black Edition,54735,10
7YAKRDDC4TY064213,2026,Hyundai,IONIQ 5,Limited,51375,269
KNDRKDJG5T5460735,2026,Kia,Sorento,SX Prestige Hybrid,46548,11
KM8JEDD12TU473200,2026,Hyundai,Tucson,Limited,44122,9
3VVGR7RM7TM061478,2026,Volkswagen,Tiguan,SE R-LINE BLACK,38145,6
3FMCR9CN4SRF53764,2025,Ford,Bronco Sport,Outer Banks,33198,5
3TMLB5JN2TM266006,2026,Toyota,Tacoma,TRD Sport,46550,null
KNAG64J70T5430082,2026,Kia,K5,GT-Line,32525,10
1FMUK8DH7TGA53411,2026,Ford,Explorer,Active,37875,3
3VVGR7RM1TM086909,2026,Volkswagen,Tiguan,SE R-LINE BLACK,38145,7
KNDEU2AA8T7853528,2026,Kia,Seltos,S,22704,10148
3GNKBERS7SS199281,2025,Chevrolet,Blazer,RS,31495,34424
JN8BT3BB3PW496164,2023,Nissan,Rogue,SV,22857,11410
5YFB4MDE4PP056114,2023,Toyota,Corolla,LE,18490,56047
3GTUUCED1TG184884,2026,GMC,Sierra 1500,Elevation,55750,3718
5FNYG1H46TB032257,2026,Honda,Pilot,EX-L,48467,6
1FT8W2BN1TEC15030,2026,Ford,F-250 Super Duty,Lariat,77289,0
KMHRC8A30PU212224,2023,Hyundai,Venue,Limited,22899,23065
3TMCZ5AN2NM471372,2022,Toyota,Tacoma,SR,29995,48111
5UX33EU01S9Z65846,2025,BMW,X5,M60i,78000,3961
2FMPK4G95RBA12799,2024,Ford,Edge,SE,27869,23036
JTMAAAAD5TJ015102,2026,Toyota,C-HR,XSE,44122,0
5XYRHDJF1TG419631,2026,Kia,Sorento,X-Line EX,40353,10
1N6ED1EK9TN660911,2026,Nissan,Frontier,PRO-4X,42327,0
5N1BT3BB8TC773989,2026,Nissan,Rogue,SV,29008,6
KL77LJE29RC008192,2024,Chevrolet,Trax,RS,24064,24081
2C3CDXGJ4MH616248,2021,Dodge,Charger,Scat Pack,52995,10405
3N8AP6BE3TL404904,2026,Nissan,KICKS,S,23420,10
3CZRZ2H51TM772950,2026,Honda,HR-V,Sport,32117,0
W1NKM5GB5SF245967,2025,Mercedes-Benz,GLC,Base,50311,6786
5J8YE1H38RL014492,2024,Acura,MDX,Base,40994,24170
5XYK33DF8TG397102,2026,Kia,Sportage,EX,32063,10
3FTCW8TAXTRA82015,2026,Ford,Maverick,Lobo Standard,36995,12
JTND4MBEXT3261091,2026,Toyota,Corolla Hatchback,SE,26830,1
4T1DBADK3SU505695,2025,Toyota,Camry,LE,29993,14522
1FTFW1E56NKE48158,2022,Ford,F-150,Lariat,87878,38495
1C6RR7LT7MS587200,2021,RAM,Ram 1500 Classic,Warlock,33413,43213
W1N9M0KB4PN070715,2023,Mercedes-Benz,EQB,Base,30711,16477
7YAKRDDC3TY064655,2026,Hyundai,IONIQ 5,Limited,42665,null
5N1DR3DK2TC242307,2026,Nissan,Pathfinder,Platinum,48278,3
KL77LGEPXTC133448,2026,Chevrolet,Trax,RS,24757,7
1FMDE7BH5TLA67352,2026,Ford,Bronco 4-Door,Big Bend,46450,10
5NMJBCDE6RH346184,2024,Hyundai,Tucson,SEL,20947,58430
JHLRW2H59KX002845,2019,Honda,CR-V,EX,22621,59680
1C4SJVEP7TS184418,2026,Jeep,Grand Wagoneer,Summit Reserve,98453,15
5LM5J6XC8TGL17471,2026,Lincoln,Aviator,Premiere,61890,4
5YFB4MDE6TP19A038,2026,Toyota,Corolla,LE,24642,null
5NMP34G10TH129551,2026,Hyundai,Santa Fe,Limited,43260,10
5XYK33DF0TG387891,2026,Kia,Sportage,EX,31358,10
7FARS6H62TE117859,2026,Honda,CR-V,TrailSport,39076,5
1GKKNRL43PZ266250,2023,GMC,Acadia,SLE,28542,15696
4S4SLDT62T3021289,2026,Subaru,Forester,Touring,37922,2990
3C4NJDBN7TT167983,2026,Jeep,Compass,Altitude,27000,2678
KMHL54JC8TA564519,2026,Hyundai,Sonata,N Line,36998,10
5J8TC2H67TL007184,2026,Acura,RDX,A-Spec Package,52750,9
3GNAXHEG8TL441121,2026,Chevrolet,Equinox,LT,29130,4
1GTUUHELXTZ368872,2026,GMC,Sierra 1500,Denali Ultimate,76750,5
1GNEVKKS7TJ351494,2026,Chevrolet,Traverse,High Country,57135,5
3GKALPEGXRL170400,2024,GMC,Terrain,SLT,26333,65592
3GNKBHR49RS169115,2024,Chevrolet,Blazer,2LT,28786,36020
5N1BT3BB2PC909832,2023,Nissan,Rogue,SV,19500,57516
1GKENNKS3TJ354083,2026,GMC,Acadia,Elevation,56320,0
3FMTK3SU5TMA04485,2026,Ford,Mustang Mach-E,Premium AWD,50145,0
1C4RJKBRXT8575224,2026,Jeep,Grand Cherokee L,Limited,52607,9
5NMP5DG12TH124572,2026,Hyundai,Santa Fe,Calligraphy,52361,10
5N1BT3BB0TC820089,2026,Nissan,Rogue,SV,31455,10
1GC4KPEY0TF224549,2026,Chevrolet,Silverado 2500HD,LTZ,84119,5
3C6SRFFP2T4150240,2026,RAM,Ram 1500 Pickup,Big Horn/Lone Star,53116,47
W1W4KBHY4ST228932,2025,Mercedes-Benz,Sprinter Crew Van,Base,70623,28
W1N4M4HB6TW456274,2026,Mercedes-Benz,GLB,GLB 250,52003,15
1V2KN2CA9TC570686,2026,Volkswagen,Atlas,SE w/Tech,45120,11
3GNKBHR4XTS127205,2026,Chevrolet,Blazer,2LT,36356,5038
2T2BBMCA3TC23D962,2026,Lexus,RX Hybrid,350h,71138,null
1FMDE6AH4TLA75633,2026,Ford,Bronco 2-Door,Base,41285,5
KMHLP4DGXTU207740,2026,Hyundai,Elantra,Limited,29147,5
W1NKJ4HB0TF510815,2026,Mercedes-Benz,GLC Coupe,GLC 300,62267,1772
2T2GGCEZ5TC115749,2026,Lexus,NX,350,53564,0
2T2BBMCA9TC23C914,2026,Lexus,RX Hybrid,350h,61015,null
3N8AP6CB6SL374008,2025,Nissan,Kicks,SV AWD,23851,8612
4S4SLDD64T3017985,2026,Subaru,Forester,Premium,31507,2512
19UDE4H35PA022283,2023,Acura,Integra,A-Spec,26800,44229
1C6SRFFT0TN266510,2026,RAM,Ram 1500 Pickup,Big Horn/Lone Star,54684,10
2T2BCMEA4SC021673,2025,Lexus,RX Hybrid,500h,68999,9451
5TFKB5DA4TX345577,2026,Toyota,Tundra,SR,41900,2042
1GTUUGEL1PZ321181,2023,GMC,Sierra 1500,Denali,58309,32311
3FMCR9GN9SRF85703,2025,Ford,Bronco Sport,Heritage,35389,5358
KL47LBEP6TB190705,2026,Buick,Envista,Sport Touring,27996,4
5FNYF9H5XTB056376,2026,Honda,Passport,TrailSport Blackout,49870,8
KM8JCDD12TU476636,2026,Hyundai,Tucson,SEL Convenience,36715,11
3C4PJMB22TT219325,2026,Jeep,Cherokee,Limited,40136,11
2T2BAMCA8TC148582,2026,Lexus,RX,350,59855,null
JTJHT00W874022102,2007,Lexus,LX,470,33377,110996
1C4PJLCB4FW670697,2015,Jeep,Cherokee,Latitude,7495,137136
3N8AP6CB0SL437202,2025,Nissan,Kicks,SV AWD,24180,11
5NMP2DG1XTH115613,2026,Hyundai,Santa Fe,SEL,42699,13
KNDPUCDG1S7246352,2025,Kia,Sportage,LX Hybrid,32905,4452
1FT8W3BN4TED22238,2026,Ford,F-350 Super Duty,Lariat,73700,128
3N8AP6CB0TL410566,2026,Nissan,KICKS,SV AWD,null,10
1N4BL4BVXSN314590,2025,Nissan,Altima,S,23391,5658
5N1DR3BEXTC250216,2026,Nissan,Pathfinder,SV,41215,5
JN8AZ3DB4T9433638,2026,INFINITI,QX80,Sport,90254,16
4S4SLDL61T3092631,2026,Subaru,Forester,Wilderness,41717,null
5UX43EU09T9309402,2026,BMW,X5,50e,85675,39
3TMLB5JN1TM268555,2026,Toyota,Tacoma,TRD Sport,48620,null
1V2HC2CA6TC226717,2026,Volkswagen,Atlas Cross Sport,SE w/Tech,41250,7
3GCPKCEK1TG131720,2026,Chevrolet,Silverado 1500,Custom Trail Boss,47095,1
1GYKPVRL8RZ120873,2024,Cadillac,LYRIQ,Sport 2,41301,23770
KNAG64J73T5475307,2026,Kia,K5,GT-Line,37495,null
3VWBW7BU6TM057270,2026,Volkswagen,Jetta,Sport,25176,0
5J8TC2H50TL006014,2026,Acura,RDX,Technology Package,49650,9
3VVBR7RM6TM064818,2026,Volkswagen,Tiguan,S,30963,8
W1N4M4HB0TW490341,2026,Mercedes-Benz,GLB,GLB 250,51248,10
5N1BT3BB5TC810674,2026,Nissan,Rogue,SV,31055,11
KM8RMESA6TU060694,2026,Hyundai,Palisade,Calligraphy,60660,36
5YFB4MDE4TP455129,2026,Toyota,Corolla,LE,24804,0
19UDE4H25TA010913,2026,Acura,Integra,Base,35295,10
7YAMUFS30TY009019,2026,Hyundai,IONIQ 9,SEL,69316,320
1C4SDJCT3LC205694,2020,Dodge,Durango,R/T,31535,51542
3C4NJDBN7TT180085,2026,Jeep,Compass,Altitude,29330,2273
3C4NJDBN1TT180079,2026,Jeep,Compass,Altitude,30138,14
1FTFW4L59TFA85588,2026,Ford,F-150,Tremor,75167,55
SAL1P9EUXTA652762,2026,Land Rover,Range Rover Sport,SE,95220,1
5FNRL6H97TB039419,2026,Honda,Odyssey,Elite,50237,8
KMHRC8A39TU435212,2026,Hyundai,Venue,SEL,24895,1535
1FTBF2BA7TED92118,2026,Ford,F-250 Super Duty,XL,50758,4
4T1DAACK3TU22E085,2026,Toyota,Camry,SE,36119,0
5TDAAAB65RS001650,2024,Lexus,TX,350,62372,12967
SALWS2RU9NA206420,2022,Land Rover,Range Rover Sport,HST,46330,43960
1GNSKBKC2FR628241,2015,Chevrolet,Tahoe,LT,11836,216391
2GC4KNEY9T1180000,2026,Chevrolet,Silverado 2500HD,LT,66990,12
1FMUK8DH2TGA98613,2026,Ford,Explorer,Active,44999,173
JM3KMAHA7T0161974,2026,Mazda,CX-5,S,32817,0
YV4M12RC8T1287803,2026,Volvo,XC60,Plus,56985,2112
KMHLM4DJ8TU193843,2026,Hyundai,Elantra,Blue,26101,9
1FMWK8JC0TGA70505,2026,Ford,Explorer,Tremor,52905,5
KNAG24J70T5406263,2026,Kia,K5,LXS,28565,3
1V2BN2CA9TC548705,2026,Volkswagen,Atlas,SEL,46685,7
4S4GUHL63T3736835,2026,Subaru,Crosstrek,Limited,31163,746
1FTBR1C81TKA26122,2026,Ford,Transit Van,Base,49455,11
5J8YE1H46TL036782,2026,Acura,MDX,Technology Package,61450,5
YV4H60JM8T1529887,2026,Volvo,XC90,Ultra,83020,null
5NMMFDTB3TH050559,2026,GENESIS,GV70,Sport Prestige,63040,12
4JGFB6BB1TB524610,2026,Mercedes-Benz,GLE,AMG GLE 53,105168,7
1GYC3KML2TZ713738,2026,Cadillac,VISTIQ,Luxury,85335,8
W1NKM4HB0TU115956,2026,Mercedes-Benz,GLC,Base,59232,10
3FTTW8H31TRA73648,2026,Ford,Maverick,XLT,33135,0
1GYXP3RL5TZ600211,2026,Cadillac,LYRIQ,V Premium,92200,65
7MMVABXL0TN481972,2026,Mazda,CX-50,Meridian Edition,34035,1
3C63RRGL7TG323427,2026,RAM,Ram 3500 Pickup,Tradesman,75672,3
1GNSKCKC9HR159965,2017,Chevrolet,Tahoe,Premier,25285,92793
2C4RC3PG1MR519394,2021,Chrysler,Pacifica,Pinnacle,28911,70602
3C4PJMB27TT249758,2026,Jeep,Cherokee,Laredo,40085,0
1FMWK8GC5TGB70039,2026,Ford,Explorer,ST,58447,5
JF2BURMD7TY535221,2026,Subaru,Outback,Wilderness,52033,null
1FTBR2C89TKB01946,2026,Ford,Transit Van,Base,58788,7
KNDPVDDG2T7343290,2026,Kia,Sportage,X-Line Hybrid,37730,10
7FARS6H87TE125781,2026,Honda,CR-V,Sport-L,41192,10
5J6RT6H99NL046270,2022,Honda,CR-V,Touring,32999,42264
1C6SRFJT3PN575630,2023,RAM,Ram 1500 Pickup,Laramie,41784,31479
5NMP4DGL2RH027417,2024,Hyundai,Santa Fe,Limited,29518,15592
1C6SRFGT1TN327443,2026,RAM,Ram 1500 Pickup,Express,50100,0
1C4PJXEN8TW306910,2026,Jeep,Wrangler 4-Door,Sahara,57828,0
3C6UR5DJ1TG255805,2026,RAM,Ram 2500 Pickup,Big Horn,61040,17
2HKRS4H48TH455041,2026,Honda,CR-V,EX,36967,0
5FNYG1H45TB030953,2026,Honda,Pilot,EX-L,45628,5
JTM6CRAV1TD317797,2026,Toyota,RAV4,XLE,39523,0
3C6UR5DJ8RG312428,2024,RAM,Ram 2500 Pickup,Big Horn,47915,30800
W1NKM4HB6TF514648,2026,Mercedes-Benz,GLC,Base,55355,3409
1GTW7BF7XT1238670,2026,GMC,Savana Cargo,Work Van,48548,0
5TDESKFCXTS21D136,2026,Toyota,Sienna,Platinum,63127,0
5UX73GP05T9478739,2026,BMW,X3,M50,71900,0
3GKALZEG9TL506282,2026,GMC,Terrain,Denali,43501,0
5N1BT3BB5TC815261,2026,Nissan,Rogue,SV,29291,10
1G1YB3D46T5109378,2026,Chevrolet,Corvette,2LT,106770,0
1FTER4HH6RLE04137,2024,Ford,Ranger,XLT,34839,32247
KL79MRSL1SB216581,2025,Chevrolet,Trailblazer,LT,25744,22978
WBX73EF09P5Y01150,2023,BMW,X1,28i,null,27958
5FNYG1H34TB025511,2026,Honda,Pilot,Sport,43709,5
1FA6P8TH0T5110551,2026,Ford,Mustang,EcoBoost,34611,0
1FTFW3L50TFA68852,2026,Ford,F-150,XLT,56415,null
4T1DBADK2TU24C184,2026,Toyota,Camry,SE,34738,null
1C4PJXANXTW232069,2026,Jeep,Wrangler 2-Door,Sport,38262,13
3N1AB9CV8TY240260,2026,Nissan,Sentra,SV,25265,7
1FMCU9MNXTUA03797,2026,Ford,Escape,ST-Line,32440,1750
5J8YE1H85TL034699,2026,Acura,MDX,Advance Package,68950,4
JF2BUPBD7TY510648,2026,Subaru,Outback,Premium,36827,6
5UX43EU06T9348965,2026,BMW,X5,50e,81250,39
W1Y4NDHY9TT602690,2026,Mercedes-Benz,Sprinter Cargo Van,Base,76470,7
1FM5K8AB5TGB58467,2026,Ford,Explorer,Utility Police Interceptor,50905,10
7FARS6H89RE080156,2024,Honda,CR-V,Sport-L,34999,20492
4T1F11BK2RU127622,2024,Toyota,Camry,XLE,28073,65995
1GNERGKS4TJ323041,2026,Chevrolet,Traverse,LT,40795,24
5YFB4MDE6TP18A061,2026,Toyota,Corolla,LE,24398,null
